,Song title,Song author,Artist country
16951,Children,Justin Bieber,CA
16994,Investeren In De Liefde,"SFB, Ronnie Flex, Lil Kleine & Bokoesam",NL
17019,Show Me Love,Sam Feldt & Kimberly Anne,NL
17023,El Perdon,Nicky Jam & Enrique Iglesias,ES
17024,Perfect,One Direction,England
17034,Waiting For Love,Avicii,SE
17037,Sun Is Shining,Axwell & Ingrosso,SE
17047,The Hills,Weeknd,CA
17052,Dominique,Anouk,NL
17065,For A Better Day,Avicii,SE
17070,Ghost Town,Adam Lambert,US
17077,Let It Go,James Bay,GB
17101,Stole The Show,Kygo & Parson James,NO
17118,Drag Me Down,One Direction,England
17145,Don't Worry,Madcon & Ray Dalton,NO
17147,Watch Me,Silento,US
17162,That's How You Know,Nico & Vinz,NO
17178,Good For You,Selena Gomez & A$ap Rocky,US
17191,El Mismo Sol,Alvaro Soler & Jennifer Lopez,US
17200,Omen,Disclosure & Sam Smith,GB
17233,Cheerleader,OMI,JM
17243,Drank & Drugs,Lil Kleine & Ronnie Flex,NL
17288,Writing's On The Wall,Sam Smith,GB
17307,Are You With Me,Lost Frequencies,BE
17318,Policeman,Eva Simons,Amsterdam
17331,Want To Want Me,Jason Derulo,US
17333,Hey Mama,"David Guetta, Nicki Minaj & Afrojack",US
17338,SummerThing!,Afrojack & Mike Taylor,NL
17362,"I Don't Like It, I Love It","Flo Rida, Robin Thicke & Verdine White",US
17371,Parijs,Kenny B,NL
17406,Fun,Pitbull & Chris Brown,US
17408,Freedom,Pharrell Williams,US
17410,Worth It,Fifth Harmony & Kid Ink,US
17413,Save Me,Listenbee & Naz Tokio,
17439,King,Years & Years,GB
17445,Another You,Armin Van Buuren & Mr. Probz,NL
17462,Firestone,Kygo & Conrad,NO
17469,Trap Queen,Fetty Wap,US
17482,Intoxicated,Martin Solveig,FR
17506,Don't Look Down,Martin Garrix & Usher,NL
17511,Hold My Hand,Jess Glynne,GB
17557,Uptown Funk!,Mark Ronson & Bruno Mars,GB
17583,Somebody,Natalie La Rose & Jeremih,US
17636,FourFiveSeconds,"Rihanna, Kanye West & Paul McCartney",US
17682,Five More Hours,Deorro & Chris Brown,Los Angeles
17683,This Summer's Gonna Hurt Like A Mother!@#$^r,Maroon 5,US
17687,Bills,LunchMoney Lewis,US
17712,One Last Time,Ariana Grande,US
17719,Love Me Like You Do,Ellie Goulding,GB
17732,Headlights,Robin Schulz & Ilsey,DE
17754,Secrets,"DJ Tiesto, KSHMR & Vassy",NL
17799,No Go Zone,"Jandro, Idaly, Lil Kleine, Bokoesam, Def Major, Ronnie Flex",NL
17831,Hungry,Dotan,NL
17860,Mag Ik Dan Bij Jou (live In De Arena),Jeroen Van Der Boom,NL
17888,Time Of Our Lives,Pitbull & Ne-Yo,US
17889,Terwijl Jullie Nog Bij Me Zijn,Ali B & Ruben Annink,
17922,Heroes,Mans Zelmerlow,SE
17927,I Really Like You,Carly Rae Jepsen,CA
17950,Hold Back The River,James Bay,GB
17952,Take Me To Church,Hozier,IE
17956,You,Dee (Van Der Zeeuw),NL
17998,Rhythm Inside,Loic Nottet,BE
18010,Nothing Really Matters,Mr Probz,NL
18020,Younger,Seinabo Sey,SE
18022,You Know You Like It,DJ Snake & AlunaGeorge,GB
18024,Runaway (U & I),Galantis,SE
18029,Kleine Superster,Jan Smit,NL
18035,Like I Can,Sam Smith,GB
18057,Goodbye,Feder & Lyse,
18061,GDFR,"Flo Rida, Sage The Gemini & Lookas",US
18062,War,Kensington,NL
18067,Forbidden Voices,Martin Garrix,NL
18078,Earned It,Weeknd,CA
18079,I Want You To Know,Zedd & Selena Gomez,US
18101,Outside,Calvin Harris & Ellie Goulding,GB
18110,Teach Me How To Dance With You,Causes,NL
18123,The Nights,Avicii,SE
18165,Wit Licht,Jeroen Van Koningsbrugge,NL
18170,B**** Better Have My Money,Rihanna,US
18283,Till It Hurts,Yellow Claw & Ayden,NL
18291,I'm Not The Only One,Sam Smith,GB
18324,The Book Of Love,Gavin James,IE
18325,Hold Me,Anouk & Douwe Bob,NL
18329,Love Me Harder,Ariana Grande & The Weeknd,US
18330,Stay With Me,Sam Smith,GB
18331,Lips Are Movin,Meghan Trainor,US
18363,Dangerous,David Guetta & Sam Martin,FR
18366,Geronimo,Sheppard,AU
18371,Sweets (Soda Pop),Fox Stevenson,GB
18409,Heroes (We Could Be),Alesso & Tove Lo,SE
18410,Cool Kids,Echosmith,Los Angeles
18448,Fade Out Lines,Avener,FR
18453,Prayer In C (Robin Schulz Remix),Lilly Wood & Prick,FR
18475,Jij En Ik,Henk Dissel,NL
18487,Brick By Brick,Racoon,NL
18490,Wrapped Up,Olly Murs & Travie McCoy,GB
18492,I See Fire,Ed Sheeran,GB
18519,Recht Uit M'n Hart,Jan Smit,NL
18529,Alaafrojack,Snollebollekes,NL
18531,All Of Me,John Legend,US
18571,Blame,Calvin Harris & John Newman,Scotland
18572,All About That Bass,Meghan Trainor,US
18607,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",US
18612,Sexy Als Ik Dans,Nielson,NL
18613,I'm An Albatraoz,AronChupa,SE
18690,Waves,Mr Probz,NL
18693,Break Free,Ariana Grande & Zedd,US
18728,Iron Sky,Paolo Nutini,GB
18731,Fireball,Pitbull & John Ryan,US
18732,Superheroes,Script,JP
18769,Don't,Ed Sheeran,GB
18772,Shower,Becky G,US
18807,Home,Dotan,NL
18811,A Sky Full Of Stars,Coldplay,GB
18812,Black Widow,Iggy Azalea & Rita Ora,US
18813,The Days,Avicii,SE
18845,Happy,Pharrell Williams,US
18851,Magic,O'G3NE,NL
18854,I'll Be There This Christmas,Gary Fomdeck,NL
18870,Change Will Come,O'G3NE,NL
18900,Walk Along,Trijntje Oosterhuis,NL
18910,Kerstmis Vier Je Samen,Eenmaal Voor Allen,CA
18912,In Het Zicht Van De Haven,Sjors Van Der Panne,NL
18914,Ik Droom Van Een Kerstfeest,Django Wagner,NL
18928,The Story Behind The Song,Guus Mulder,
18933,Steal My Girl,One Direction,England
18965,Rude,Magic!,US
18970,Outlines,Mike Mago & Dragonette,CA
18971,Animals,Maroon 5,US
18990,Places To Go,Anouk,NL
19006,Bailando,Enrique Iglesias,ES
19008,Baby Don't Lie,Gwen Stefani,US
19009,The Hanging Tree,James Newton Howard & Jennifer Lawrence,US
19044,Sing,Ed Sheeran,GB
19051,Virus (How About Now),Martin Garrix & Moti,NL
19053,Cut Your Teeth,Kyla La Grange,GB
19083,Problem,Ariana Grande & Iggy Azalea,US
19087,Stay High,Tove Lo & Hippie Sabotage,US
19091,Young Again,Hardwell & Chris Jones,NL
19129,Am I Wrong,Nico & Vinz,NO
19130,Sunlight,"Magician, Years & Years",GB
19132,Chandelier,Sia,AU
19151,Shake It Off,Taylor Swift,US
19167,Lovers On The Sun,David Guetta & Sam Martin,FR
19213,This Is How We Do,Katy Perry,US
19253,Salsa Tequila,Anders Nilsen,NO
19268,Handen Omhoog,Jan Smit & Kraantje Pappie,NL
19290,Summer,Calvin Harris,Scotland
19293,Rather Be,Clean Bandit & Jess Glynne,GB
19327,Ik Leef Mijn Eigen Leven,Andre Hazes Jr.,NL
19331,Anaconda,Nicki Minaj,US
19333,Ghost,Ella Henderson,GB
19370,Maps,Maroon 5,US
19372,She Moves (Far Away),Alle Farben & Graham Candy,DE
19373,Wiggle,Jason Derulo & Snoop Dogg,US
19406,Hideaway,Kiesza,CA
19410,Stolen Dance,Milky Chance,DE
19411,Budapest,George Ezra,GB
19413,Boom Clap,Charli XCX,England
19433,Ik Ga Maar,Wesly Bronkhorst,
19450,Emotion,O'G3NE,NL
19476,Koala,Oliver Heldens,NL
19487,Verliefd Verward,Ruth Jacott,NL
19488,Fancy,Iggy Azalea & Charli XCX,England
19489,Nobody To Love,Sigma,GB
19490,Wasted,Tiesto,NL
19491,Jij & Ik,Jan Smit,NL
19492,Magic,Coldplay,GB
19531,In Your Arms,Chef'Special,NL
19533,Love Never Felt So Good,Michael Jackson,US
19534,Ik Ben Je Prooi,Wolter Kroes & Isabella,NL
19607,Demons,Imagine Dragons,US
19609,Bad,"David Guetta, Showtek & Vassy",FR
19611,Streets,Kensington,NL
19612,Meer Hoef Ik Niet,John De Bever,NL
19652,Verslaafd Aan Jouw Liefde,Jeroen Van Der Boom,NL
19653,Turn Down For What,DJ Snake & Lil Jon,US
19688,Sleepless,Cazzette & The High,SE
19689,My Love,Route 94 & Jess Glynne,GB
19691,We Are One (Ole Ola),"Pitbull, Jennifer Lopez & Cludia Leitte",US
19692,Hero,Family Of The Year,US
19729,Bullit,Watermat,FR
19732,Ten Feet Tall,Afrojack & Wrabel,NL
19773,Mooie Dag,Jayh,
19809,Addicted To You,Avicii,SE
19812,Louise,Gers Pardoel,NL
19818,Juich Voor Nederland!,Rene Froger,NL
19819,Rio,Gerard Joling,NL
19845,Calm After The Storm,Common Linnets,Enschede
19853,Als Een Vogel Zo Vrij,Henk Bernard,NL
19888,Voor Oranje,Gebroeders Ko,NL
19917,De Beuk Erin Oranje,Danny De Munk & Tony Star,NL
19920,Vanavond Is Van Jou,B-Brave,Amsterdam
19921,Amnesia,5 Seconds Of Summer,AU
19923,Sambabal,Gordon,NL
19929,Everything I Didn't Say,5 Seconds Of Summer,AU
19930,Kiss Me Kiss Me,5 Seconds Of Summer,AU
19958,Don't Stop,5 Seconds Of Summer,AU
19969,Vanaf Vandaag,Django Wagner & Peter Beense,NL
19970,Skippybal,Frans Bauer,NL
19971,Afire Love,Ed Sheeran,GB
19973,Nederland Wordt Kampioen!,Jan Smit & Johnny De Mol,NL
20009,Dark Horse,Katy Perry,US
20011,Changes,Faul,Paris
20013,The Man,Aloe Blacc,US
20024,De Horizon,Nick & Simon,NL
20045,My Love,Kovacs,NL
20047,Ik Wil Je,Joey Hartkamp,
20086,Money On My Mind,Sam Smith,GB
20092,Marilyn Monroe,Pharrell Williams,US
20126,Zonder Jou,Guus Meeuwis,NL
20130,Counting Stars,OneRepublic,US
20132,Still Loving After You,Common Linnets,Enschede
20136,Rise Like A Phoenix,Conchita Wurst,AT
20146,Love Goes On,Common Linnets,Enschede
20153,Silent Storm,Carl Espen,NO
20154,Undo,Sanna Nielsen,SE
20157,A Place With No Name,Michael Jackson,US
20171,Midnight,Coldplay,GB
20205,Jubel,Klingande,FR
20206,Dans En Zing,"Gents: Danny Nicolay, Wesley Klein, Danny Froger",
20207,#SELFIE,Chainsmokers,US
20209,Timber,Pitbull & Ke$ha,US
20210,Tous Les Memes,Stromae,BE
20212,Team,Lorde,NZ
20240,Doe De Kanga,Kinderen Voor Kinderen,NL
20243,Shot Me Down,David Guetta & Skylar Grey,FR
20245,Gecko (Overdrive),Oliver Heldens,NL
20247,Hey Brother,Avicii,SE
20250,Say Something,A Great Big World & Christina Aguilera,US
20253,Formidable,Stromae,BE
20258,Gevallen Of Gevlogen,Jamai,
20288,Ik Lach,Gordon,NL
20289,Nanana,Jeroen Van Der Boom,NL
20290,Inside Out,BYentl,
20329,Ti Amo I Love You,Fantasticos,NL
20330,Strong,London Grammar,GB
20332,Shotgun,Yellow Claw & Rochelle,NL
20333,Ping Pong,Armin Van Buuren,NL
20359,Ik Meen Het,Edwin Evers Band,
20370,Alle Hoeken,Henk Dissel,NL
20372,Trumpets,Jason Derulo,US
20385,Berliner Birds,Perneau,NL
20413,J'me Tire,Maitre Gims,FR
20426,She Looks So Perfect,5 Seconds Of Summer,AU
20444,Ik Proost Met Jou,Gerard Joling,NL
20449,Tsunami,DVBBS & Borgeous,CA
20450,Ordinary Love,U2,IE
20452,The Monster,Eminem & Rihanna,US
20488,Can't Remember To Forget You,Shakira & Rihanna,US
20489,Liar Liar,Cris Cab,US
20492,Drunk In Love,Beyonce & Jay-Z,US
20493,Bigfoot,W&W,NL
20528,Vrouwkes,Snollebollekes,NL
20529,Come On Now (Set It Off),"Tube, Berger & Juliet Sikora",DE
20530,Mijn Rosanna,Dennie Christian,DE
20531,John Doe,B.o.b & Priscilla,US
20532,Een Nacht Met Jou,Fantasticos,NL
20533,Royals,Lorde,NZ
20556,Celebrate The Rain,Sidney Samson & Eva Simons,Amsterdam
20566,Snollebolleke,Snollebollekes,NL
20572,You & I,Anouk,NL
20573,Als Je Van Mij Bent,B-Brave,Amsterdam
20590,Drink Als Een Prins,Gebroeders Ko & La Bamba,NL
20594,Stuiterbal,Het Feestteam & Bij Igmar,NL
20601,Legendary Lane,Dinand Woesthoff,NL
20606,Ashes On The Ground,Melissa M,FR
20610,De Bel,Lawineboys,NL
20612,De Allerlaatste Is Van Mij,Frans Duijts,NL
20634,Laat Ons Dansen,John De Bever,NL
20642,Blikken Of Blozen,Jaman,NL
20647,Mag Ik Dan Bij Jou,Claudia De Breij,NL
20651,Hoemparapapa,Alpenzusjes,NL
20652,Promises Of No Man's Land,Blaudzun,NL
20653,Shoes Of Lightning,Racoon,NL
20669,Ja Ik Weet Ik Word Wat Ouder,Henk Bernard,NL
20685,Schijn 'n Lichie Op Mij,Drukwerk,NL
20691,Schatje Ik Mis Jou,Henk Damen,NL
20697,De Glimlach Van Een Kind,Willeke Alberti & Johnny De Mol,NL
20722,Eat Sleep Rave Repeat,Fatboy Slim,GB
20724,Angel,Sarah McLachlan,CA
20725,Get Lucky,Daft Punk,FR
20729,Say Heaven Say Hell,Miss Montreal,NL
20731,Papaoutai,Stromae,BE
20732,Samen Voor Altijd,Marco Borsato,NL
20733,Wicked Games,Parra For Cuva & Anna Naklab,DE
20763,Annabella,Jelle B,
20766,Een Vriend,Gerard Joling & Toon Hermans,NL
20769,Wizard,Martin Garrix & Hardway,NL
20770,Save My Night,Armin Van Buuren,NL
20806,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,US
20809,The Spark,Afrojack & Spree Wilson,NL
20810,XO,Beyonce Knowles,US
20811,Wrecking Ball,Miley Cyrus,US
20812,Hold On We're Going Home,Drake,CA
20813,Roar,Katy Perry,US
20829,Dans Heel Dicht Bij Mij,Nick & Simon,NL
20843,This Is What It Feels Like,Armin Van Buuren & Trevor Guthrie,NL
20850,Dat Ik Je Mis,Maaike Ouboter,NL
20853,Take Your Time Girl,Niels Geusebroek,NL
20878,Ik Ben Nou Eenmaal Zo,Rene Schuurmans,NL
20884,Inside Your Heart,BYentl,
20888,Blurred Lines,Robin Thicke,US
20890,Do What U Want,Lady Gaga & R. Kelly,US
20892,Talk Dirty,Jason Derulo & 2 Chainz,US
20916,Animals,Martin Garrix,NL
20917,Happy New Year,ABBA,SE
20947,Oops!... I Did It Again,Julia Van Der Toorn,NL
20951,Hoo Hoo Christmas,BYentl,
20957,Redemption Song,Mitchell Brunings,NL
20961,Age,Julia Van Der Toorn,NL
20963,Als Alle Lichten Zijn Gedoofd,Jill Helena,
20968,"Habibi, I Love You","Ahmed Chawki, Pitbull & Do",
20969,Arms Of A Woman,Mitchell Brunings,NL
20971,Ik Zou Het Zo Weer Overdoen,Marco Borsato & Trijntje Oosterhuis,NL
20978,Formidable,Cheyenne Toney,
20999,Wake Me Up,Jamai,
21002,Christmas Hearts,Voice Of Holland,
21005,Kerstmis,Henk Dissel,NL
21022,All Of Me,Julia Van Der Toorn,NL
21036,Confident,Justin Bieber & Chance The Rapper,CA
21043,Altijd Laat,Brigitte Nijman,NL
21047,Laat Me,Wudstik,NL
21051,Mannenharten,Blof & Nielson,NL
21076,Change Me,Justin Bieber,CA
21086,Story Of My Life,One Direction,England
21088,Burn,Ellie Goulding,GB
21092,Blue Bittersweet,Ilse DeLange,NL
21093,Dare You,Hardwell & Matthew Koma,NL
21097,Strong,One Direction,England
21115,Roller Coaster,Justin Bieber,CA
21124,Don't Forget Where You Belong,One Direction,England
21125,You & I,One Direction,England
21129,Bij Mij,B-Brave,Amsterdam
21132,Kom Eens Dichterbij,Gordon,NL
21133,Waarom?,Jaman,NL
21136,Diana,One Direction,England
21138,Midnight Memories,One Direction,England
21148,Alleen Omhoog,Thomas Berge,NL
21152,PYD,Justin Bieber & R. Kelly,CA
21171,Rood Fruit,Henk Dissel,NL
21173,On Top Of The World,Imagine Dragons,US
21187,All Bad,Justin Bieber,CA
21197,Ik Vergeef Je,John De Bever,NL
21206,Grijp Je Kans & Voel Je Vrij,Frank Van Etten,Kingdom of the Netherlands
21229,Bad Day,Justin Bieber,CA
21240,Booyah,"Showtek, We Are Loud & Sonny Wilson",Tilburg
21243,Dope,Lady Gaga,US
21247,Fenomeen,Dennie Christian,DE
21250,Yee,Deorro,Los Angeles
21253,Muziek,"Marco Borsato, Bag2Bank & Ali B",NL
21267,Recovery,Justin Bieber,CA
21278,Perfect Day,Lou Reed & Mick Ronson,GB
21282,Hou Me Nog 'N Keertje Vast,Henk Bernard,NL
21283,Venus,Lady Gaga,US
21290,Walk On The Wild Side,Lou Reed,US
21292,Sinterklaas Wie Kent Hem Niet?,Henk & Henk,NL
21307,Hold Tight,Justin Bieber,CA
21317,Wake Me Up,Aloe Blacc,US
21321,Leeg Om Je Heen - To All The Girls I've Loved Before,Jan Smit & Julio Iglesias,ES
21324,Wait For A Minute,Tyga & Justin Bieber,CA
21325,Klaar Voor De Start,Kinderen Voor Kinderen,NL
21326,Liefde Overwint Alles,Gordon,NL
21329,Vandaag,Bakermat,NL
21330,De Eerste Kus,Wesly Bronkhorst,
21331,Huil Niet Om Mij,Frans Duijts,NL
21344,All That Matters,Justin Bieber,CA
21365,Doe Nou Niet,Frans Bauer,NL
21366,You Make Me,Avicii,SE
21368,Ein Tag Am Strand,Eelke Kleijn,NL
21369,The Addict,Bo Saris,NL
21370,La La La,Naughty Boy & Sam Smith,GB
21372,Wings,Birdy,GB
21373,Geen Nacht Meer Zonder Jou,Joey Hartkamp,
21377,A Song For You,Steffen Morrison,
21378,Heartbreaker,Justin Bieber,CA
21395,A Song For You,Donny Hathaway,US
21397,So This Is Me,Gordon,NL
21402,Fix You,Jennifer Lynn,
21413,Kus Me Kus Me,Henk Damen,NL
21439,Beter Laat Dan Nooit,Jeroen Van Der Boom,NL
21446,Blijf Vannacht Bij Mij,Frans Duijts,NL
21447,This Is What It Feels Like,Gerrie Dantuma,
21451,Thinking About You,Calvin Harris & Ayah Marar,GB
21452,Same Love,Macklemore & Ryan Lewis,US
21453,Read All About It,Professor Green & Emeli Sande,GB
21485,Wigger,Anouk,NL
21486,Fields Of Gold,Coosje Smid,
21490,Hoe,Nielson & Miss Montreal,NL
21491,Atlas,Coldplay,GB
21492,Can't Hold Us,"Macklemore, Ryan Lewis & Ray Dalton",US
21493,Mi Mi Mi,Serebro,RU
21530,Applause,Lady Gaga,US
21533,Safe And Sound,Capital Cities,US
21560,"Ik Ben Verliefd, Maar Niet Op Jou",Gebroeders Ko,NL
21567,Hey Lady Luck,Michel Cleis,CH
21570,Wij Dansen Samen De Bossa Nova,Django Wagner,NL
21571,Hunter,Sandra Van Nieuwland,NL
21572,Love Me Again,John Newman,England
21583,Omarm,Wudstik,NL
21605,Hot Hot Hot,Vengaboys,NL
21607,Til Me Op,3JS,NL
21608,Colors,Headhunterz & Tatu,NL
21609,Jouw Ogen,Rein Mercha,
21610,Best Song Ever,One Direction,England
21611,Pompeii,Bastille,GB
21612,Take Back The Night,Justin Timberlake,US
21613,Treasure,Bruno Mars,US
21634,Als Je Lacht,Frank Van Etten,Kingdom of the Netherlands
21643,Livin' For Tonight,Tony Star & Sophie White,
21650,Unbreakable Hearts,BYentl,
21653,Diamonds,Boxer Rebellion,GB
21684,Close To You,Michael Prins,NL
21686,T Is Zomaar Zomer,Mike & Colin,NL
21691,Watch Out For This,Major Lazer & Busy Signal,JM
21693,Just Give Me A Reason,P!nk & Nate Ruess,US
21725,Get Loose,Showtek & Noisecontrollers,NL
21726,Vaarwel Alle Zorgen,John De Bever,NL
21728,So Good To Me,Chris Malinchak,New York
21729,Chico Loco,Davito & Bonita,
21731,Zomer,Bakermat,NL
21733,Waiting All Night,Rudimental & Ella Eyre,GB
21766,Sonnentanz (The Sun Don't Shine),Klangkarussell,AT
21768,Feel This Moment,Pitbull & Christina Aguilera,US
21770,Is Het Waar?,Rene Schuurmans,NL
21772,"Samen Dansen (Everyday, Everybody)",Wesley Klein,NL
21788,A Fool's Pride,Michael Prins & Maaike Ouboter,NL
21805,Vrij Als De Wind,Ancora,NL
21808,Walks Like Rihanna,Wanted,Budapest
21809,#Thatpower,Will.i.am & Justin Bieber,CA
21812,Baby I,Ariana Grande,US
21813,Jij De Koning,Maaike Ouboter,NL
21844,Hengelo-o-o,Jeffrey Spalburg,
21845,Rosana,Wax,KR
21849,Stay,Rihanna & Mikky Ekko,US
21851,Dansen,Henk Dissel,NL
21853,Mooi,Jelle B,
21878,With A Word,Leona,CA
21889,Thrift Shop,"Macklemore, Ryan Lewis & Wanz",US
21890,Play Hard,David Guetta,FR
21891,Slow Down (Anthem Emporium 2013),Showtek,NL
21892,Vlammen,Mr. Polska,NL
21902,Playing With Fire,Haris,Eindhoven
21912,Als Je Gaat,Adriaan,
21928,I Need Your Love,Calvin Harris & Ellie Goulding,GB
21929,Dat Gepijpzeik,De Kraaien,NL
21931,Mijn Liefde,Gerard Joling & Jandino,NL
21933,Thunder,Yellow Claw & The Opposites,NL
21952,What If The World Ends,Nils Van Zandt & Gio,NL
21953,Met Heel Mijn Hart,Henk Bernard,NL
21959,Hou Van Mij,Rein Mercha,
21964,Home,BYentl,
21969,Mirrors,Justin Timberlake,US
21973,Ondanks Alles,Glennis Grace,NL
22002,Vandaag Begint M'n Leven,Henk Damen,NL
22007,Let Her Go,Passenger,GB
22008,Alle Moeders Heten Mama,Het Goede Doel,NL
22010,Diamonds,Rihanna,US
22013,Sukkel Voor De Liefde,Opposites,NL
22048,Birds,Anouk,NL
22061,Het Laatste Huis,Jason Bouman,NL
22068,De Formule,De Jeugd Van Tegenwoordig,NL
22088,Oceaan,Racoon,NL
22089,Verboden Liefde,Fantasticos,NL
22091,Killer,Sharon Doorson,NL
22092,Dat Ene Moment,Django Wagner,NL
22104,Zonder Jou,Samantha Steenwijk,NL
22108,Despicable Me,Mainstreet,
22120,De Avond Van Mijn Leven,Rene Schuurmans,NL
22124,Only Teardrops,Emmelie De Forest,DK
22128,It's A Beautiful Day,Michael Buble,CA
22132,Spoken Bestaan Niet,Jaman,NL
22163,1001 Nacht,"Jeroen, Gerard & Rene",
22169,Pechvogel,De Kraaien,NL
22170,Ho Hey,Lumineers,US
22195,My Heart Don't Wanna Let Go,Johannes Rypma,NL
22204,With You,Matt Simons,US
22205,Tomorrow,Gianluca Bezzina,MT
22206,When I Was Your Man,Bruno Mars,US
22208,Kedvesem,ByeAlex,HU
22211,Gentleman,PSY,KR
22240,Eens Komt De Dag,Dennie Christian,DE
22244,Niet Thuis Vannacht,Gabriello,FR
22245,Julia,Nick & Simon,NL
22247,Daar Sta Je Dan 2013 (Waar Zijn Al Je Vrienden),Rene Froger,NL
22248,Leven Hoe Ik Leven Wil,Rob Zorn,NL
22252,Intense,Armin Van Buuren & Miri Ben-ari,NL
22282,Cannonball,Showtek & Justin Prime,NL
22283,Koningslied,Nationaal Comite Inhuldiging,
22285,Year Of Summer,Wildstylez & Niels Geusebroek,NL
22287,Tangled Up,Caro Emerald,NL
22288,Sovereign Light Cafe,Afrojack & Keane,NL
22289,One Way Or Another (Teenage Kicks),One Direction,England
22292,Scream & Shout,Will.i.am & Britney Spears,US
22298,Bewegen Is Gezond,Kinderen Voor Kinderen,NL
22301,Koningin Van Alle Mensen,RTL Boulevard United,NL
22316,Koning Pils,Gebroeders Ko,NL
22323,Jij Bent Een Koning,Allard & Huib,NL
22327,Stop And Stare,Sway,US
22328,If You Could See Me Now,Script,JP
22330,Back In My World,Alain Clark,NL
22331,Need U (100%),Duke Dumont & A*M*E,GB
22333,Willempie (Oranje Boven),Andre Van Duin,NL
22371,Van Jou,Xander De Buisonje,NL
22373,Home Again,Kensington,NL
22397,Langzaam Wordt Het Zomer,Monique Smit & Tim Douwsma,NL
22404,Make It Count,Hind,NL
22408,Zo Mooi Als Jij,3JS,NL
22409,Earth Meets Water,Rigby,NL
22411,Altijd Met Je Varen,Mike & Colin,NL
22412,Try,P!nk,US
22413,High On Your Love,Sharon Doorson,NL
22435,Zo Stil,Jim Bakkum,NL
22445,I Love It,Icona Pop,SE
22453,As Your Friend,Afrojack & Chris Brown,NL
22473,Hoelang,Henny Thijssen,NL
22479,Ik Droom Ervan,Duonl,
22482,Het Kan Hier Zo Mooi Zijn,Guus Meeuwis,NL
22487,The Way,Ariana Grande & Mac Miller,US
22490,I Could Be The One,Avicii & Nicky Romero,SE
22493,Thank You,MKTO,US
22521,Het Gaat Om Liefde,John De Bever,NL
22524,Wat Heeft Een Mens Nog Meer Te Wensen,Marianne Weber & Willem Barth,
22525,Harlem Shake,Baauer,US
22532,I Knew You Were Trouble,Taylor Swift,US
22533,Helemaal Naar De Klote,"Partysquad, Jayh, Sjaak & Reverse",
22564,Stay 4ever Young,CJ Stone & Jonny Rose,DE
22565,Het Kuikentje Piep,Pulcino Pio,IT
22569,Suit & Tie,Justin Timberlake & Jay-Z,US
22570,Skyfall,Adele,GB
22571,Beneath Your Beautiful,Labrinth & Emeli Sande,GB
22573,Locked Out Of Heaven,Bruno Mars,US
22580,Where Are We Now?,David Bowie,England
22598,Dit Gaat Nooit Voorbij,Henk Bernard,NL
22640,Hoop Liefde En Vertrouwen,Jan Smit,NL
22643,Waiting For The Night,Armin Van Buuren & Fiora,NL
22648,Hou Me Vast - Live 2013,Ruth Jacott,NL
22649,Heart Attack,Demi Lovato,US
22650,Get Up (Rattle),Bingo Players & Far East Movement,US
22651,Beauty & De Brains,Nielson,NL
22652,Girl On Fire,Alicia Keys & Nicki Minaj,US
22653,Wallpaper,Staygold,SE
22661,Mind Is Blown,Mainstreet,
22666,Edge Of Glory,Laura Van Kaam,
22680,I Wanna Dance With Somebody,Irene Dings,
22685,Wacht Tot Ik Bij Je Ben,Joost Marsman & Leonie Meijer,NL
22691,Misery,Jurre Otto,NL
22692,Diamonds,Silvana Plaisier,
22704,De Nacht Voorbij,Gerard Joling,NL
22707,I Will Always Love You,Laura Van Kaam,
22709,Tuig Van De Richel,Danny De Munk,NL
22714,Bohemian Rhapsody,Jesse Pardon,HU
22719,Play Me / In Libben Yn'e Rock & Roll,Johannes Rypma,NL
22720,The Clown,Jurre Otto,NL
22725,I'll Be There,Irene Dings,
22731,Verslaafd Aan Jou,Brigitte Nijman,NL
22733,People Help The People,Anne Keizer,NL
22753,De Liefde Leeft In Mij,Vinzzent,NL
22760,Breakeven,Joep Reijnen,NL
22763,I Wish I Didn't Miss You Anymore,Irie Wangari,SE
22765,Son Of A Preacher Man,Amy Van De Weem,
22766,Kiss You,One Direction,England
22767,Cry,Emma Loeffen,Nijmegen
22769,Greatest Love Of All,Silvana Plaisier,
22770,Tijd Voor Wat Gezelligheid,Dennie Christian,DE
22773,Candy,Robbie Williams,GB
22783,De Blauwe Stier,"Gebroeders Ko, DJ Willem De Wijs & Feest DJ Bas",NL
22798,Kontebonke,Alpenzusjes,NL
22800,Lessons In Love,Kaskade & Neon Trees,US
22802,Mooi Is Het Om Op De Wereld Te Zijn,Fantasticos,NL
22804,More,Sandra Van Nieuwland,NL
22805,Ik Vind Je Lekker,De Kraaien,NL
22808,Gangnam Style,PSY,KR
22809,Nooit Meer Naar Huis,Alex,Edinburgh
22811,Clown,Emeli Sande,GB
22813,Hey DJ,Opposites,NL
22834,Bijzonder,3JS,NL
22844,Eet Veel Bananen!,"Zanger Rinus, Ronnie Ruysdael & Debora",NL
22850,Don't You Worry Child,Swedish House Mafia & John Martin,SE
22851,Drink Schrobbeler,De Deurzakkers,NL
22853,Klepperdeklep,Jettie Pallettie,NL
22872,De Helft Van Mij,Angela Groothuizen,NL
22885,We Are One,Ilse DeLange,NL
