Country,Position,Date,Song title,Song author,Country artist,Genre 
German,37,2023-01-14,I Ain't Worried,OneRepublic,US,Pop
German,38,2023-01-14,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter
German,39,2023-01-14,Liebst Du Mich,Sido,DE,Hip-Hop/Rap
German,40,2023-01-14,Moulaga,"MADE, Bobby Vandamme & Dorian",DE,
German,1,2022-12-17,All I Want For Christmas Is You,Mariah Carey,US,Christmas: Pop
German,2,2022-12-17,Last Christmas,Wham!,GB,Pop
German,3,2022-12-17,Merry Christmas Everyone,Shakin' Stevens,GB,Rock
German,4,2022-12-17,Rockin' Around The Christmas Tree,Brenda Lee,Nashville,Christmas
German,5,2022-12-17,Driving Home For Christmas,Chris Rea,GB,Adult Contemporary
German,6,2022-12-17,Zukunft Pink,Peter Fox & Inez,US,
German,7,2022-12-17,It's Beginning To Look A Lot Like Christmas,Michael Buble,CA,
German,8,2022-12-17,Jingle Bell Rock,Bobby Helms,US,Holiday
German,9,2022-12-17,Wonderful Dream (Holidays Are Coming),Melanie Thornton,DE,Pop
German,10,2022-12-17,Feliz Navidad,Jose Feliciano,US,
German,11,2022-12-17,Merry Christmas,Ed Sheeran & Elton John,GB,Holiday
German,12,2022-12-17,Unholy,Sam Smith & Kim Petras,US,Dance
German,13,2022-12-17,Santa Tell Me,Ariana Grande,US,Holiday
German,14,2022-12-17,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,US,Christmas: Classic
German,15,2022-12-17,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
German,16,2022-12-17,Underneath The Tree,Kelly Clarkson,US,Holiday
German,17,2022-12-17,Do They Know It's Christmas,Band Aid,,Holiday
German,18,2022-12-17,Happy Xmas (War Is Over),John Lennon,GB,
German,19,2022-12-17,Buzz Down,Bonez MC,DE,Hip-Hop/Rap
German,20,2022-12-17,Snowman,Sia,AU,Holiday
German,21,2022-12-17,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
German,22,2022-12-17,Wonderful Christmastime,Paul McCartney,GB,Rock
German,23,2022-12-17,Escapism,Raye & 070 Shake,US,
German,24,2022-12-17,Holly Jolly Christmas,Michael Buble,CA,
German,25,2022-12-17,Bamba,"Luciano, Aitch & BIA",Manchester,
German,26,2022-12-17,Thank God It's Christmas,Queen,GB,Pop
German,27,2022-12-17,Christmas Time,Bryan Adams,CA,Holiday
German,28,2022-12-17,Another Love,Tom Odell,GB,Singer/Songwriter
German,29,2022-12-17,Anti-Hero,Taylor Swift,US,Pop
German,30,2022-12-17,In Der Weihnachtsbackerei,Rolf Zuckowski & Freunde,DE,
German,31,2022-12-17,Mockingbird,Eminem,US,Hip-Hop/Rap
German,32,2022-12-17,Mistletoe,Justin Bieber,CA,Holiday
German,33,2022-12-17,Miss You,Southstar,DE,
German,34,2022-12-17,Sterne,Sido & Bozza,DE,Hip-Hop/Rap
German,35,2022-12-17,Nachts Wach,"Miksu, Macloud & Makko",DE,
German,36,2022-12-17,Rudolph The Red-Nosed Reindeer,Dean Martin,US,
German,37,2022-12-17,It's The Most Wonderful Time Of The Year,Andy Williams,US,Christmas: Classic
German,38,2022-12-17,Liebst Du Mich,Sido,DE,Hip-Hop/Rap
German,39,2022-12-17,Hallelujah,Pentatonix,US,
German,40,2022-12-17,Snap,Rosa Linn,AM,Indie Pop
German,1,2022-11-19,Zukunft Pink,Peter Fox & Inez,US,
German,2,2022-11-19,Unholy,Sam Smith & Kim Petras,US,Dance
German,3,2022-11-19,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
German,4,2022-11-19,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
German,5,2022-11-19,Bamba,"Luciano, Aitch & BIA",Manchester,
German,6,2022-11-19,Nachts Wach,"Miksu, Macloud & Makko",DE,
German,7,2022-11-19,Anti-Hero,Taylor Swift,US,Pop
German,8,2022-11-19,Miss You,Southstar,DE,
German,9,2022-11-19,Another Love,Tom Odell,GB,Singer/Songwriter
German,10,2022-11-19,Mama War Der Mann Im Haus,Xatar & Samy,DE,
German,11,2022-11-19,Snap,Rosa Linn,AM,Indie Pop
German,12,2022-11-19,Miss You,Oliver Tree & Robin Schulz,DE,Pop
German,13,2022-11-19,Mockingbird,Eminem,US,Hip-Hop/Rap
German,14,2022-11-19,Bei Nacht,Ayliva,DE,
German,15,2022-11-19,Blackout,AK Ausserkontrolle,DE,
German,16,2022-11-19,Ich Hass Dich,Nina Chuba & Chapo102,DE,Hip-Hop/Rap
German,17,2022-11-19,Belly Dancer,Imanbek & BYOR,,Dance
German,18,2022-11-19,Ferrari,James Hype & Miggy Dela Rosa,,Dance
German,19,2022-11-19,Liebst Du Mich,Sido,DE,Hip-Hop/Rap
German,20,2022-11-19,No Reply,UFO361,DE,
German,21,2022-11-19,Calm Down,Rema,GB,
German,22,2022-11-19,Layla,DJ Robin & Schurze,,
German,23,2022-11-19,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,
German,24,2022-11-19,Moulaga,"MADE, Bobby Vandamme & Dorian",DE,
German,25,2022-11-19,6 Minuten,Samra & Alies,,Rap
German,26,2022-11-19,Under The Influence,Chris Brown,US,R&B/Soul
German,27,2022-11-19,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter
German,28,2022-11-19,Lift Me Up,Rihanna,US,Pop
German,29,2022-11-19,Tracksuit,Kalim & Bonez MC,DE,
German,30,2022-11-19,I Ain't Worried,OneRepublic,US,Pop
German,31,2022-11-19,Beautiful Girl,Luciano,JM,Hip-Hop/Rap
German,32,2022-11-19,Call It Love,Felix Jaehn & Ray Dalton,DE,Dance
German,33,2022-11-19,Du Fehlst,Eddin,Berlin,Hip-Hop/Rap
German,34,2022-11-19,Fuhlst Du Das Auch,Apache 207,DE,Hip-Hop/Rap
German,35,2022-11-19,Kissenschlacht,Jamule & Fourty,DE,
German,36,2022-11-19,Made You Look,Meghan Trainor,US,Pop
German,37,2022-11-19,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,US,Pop
German,38,2022-11-19,As It Was,Harry Styles,England,Pop
German,39,2022-11-19,Moodswings,Reezy,DE,
German,40,2022-11-19,Hold Me Closer,Elton John & Britney Spears,US,Dance
German,1,2022-10-22,Bamba,"Luciano, Aitch & BIA",Manchester,
German,2,2022-10-22,Wildberry Lillet,Nina Chuba,DE,Hip-Hop/Rap
German,3,2022-10-22,Unholy,Sam Smith & Kim Petras,US,Dance
German,4,2022-10-22,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
German,5,2022-10-22,Nachts Wach,"Miksu, Macloud & Makko",DE,
German,6,2022-10-22,Miss You,Southstar,DE,
German,7,2022-10-22,Fuhlst Du Das Auch,Apache 207,DE,Hip-Hop/Rap
German,8,2022-10-22,Ich Hass Dich,Nina Chuba & Chapo102,DE,Hip-Hop/Rap
German,9,2022-10-22,Snap,Rosa Linn,AM,Indie Pop
German,10,2022-10-22,Another Love,Tom Odell,GB,Singer/Songwriter
German,11,2022-10-22,Kissenschlacht,Jamule & Fourty,DE,
German,12,2022-10-22,Ferrari,James Hype & Miggy Dela Rosa,,Dance
German,13,2022-10-22,Layla,DJ Robin & Schurze,,
German,14,2022-10-22,Belly Dancer,Imanbek & BYOR,,Dance
German,15,2022-10-22,Under The Influence,Chris Brown,US,R&B/Soul
German,16,2022-10-22,Bei Nacht,Ayliva,DE,
German,17,2022-10-22,Beautiful Girl,Luciano,JM,Hip-Hop/Rap
German,18,2022-10-22,0uhr26,"Capital Bra, Lucry & Suena",DE,
German,19,2022-10-22,As It Was,Harry Styles,England,Pop
German,20,2022-10-22,I Ain't Worried,OneRepublic,US,Pop
German,21,2022-10-22,West Connect,Luciano & Central Cee,England,Hip-Hop/Rap
German,22,2022-10-22,Paradise,Liaze,,
German,23,2022-10-22,Mood,Makar,US,
German,24,2022-10-22,Dirty Dancing,Glockenbach & ASDIS,DE,
German,25,2022-10-22,Du Fehlst,Eddin,Berlin,Hip-Hop/Rap
German,26,2022-10-22,Calm Down,Rema,GB,
German,27,2022-10-22,Valium,1986zig & Samra,DE,
German,28,2022-10-22,Follow,"Kontra K, Sido & Leony",Berlin,
German,29,2022-10-22,Cuff It,Beyonce Knowles,US,
German,30,2022-10-22,Doppel G,Pashanim,DE,
German,31,2022-10-22,Ufuk Bayraktar,UFO361,DE,
German,32,2022-10-22,Roller,Apache 207,DE,Hip-Hop/Rap
German,33,2022-10-22,Another Love,OsTEKKe,DE,
German,34,2022-10-22,Miss You,Oliver Tree & Robin Schulz,DE,Pop
German,35,2022-10-22,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,
German,36,2022-10-22,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,US,Pop
German,37,2022-10-22,Sternzeichen Arrogant,Rosc,,Hip-Hop/Rap
German,38,2022-10-22,How Do I Say Goodbye,Dean Lewis,AU,Singer/Songwriter
German,39,2022-10-22,Hold Me Closer,Elton John & Britney Spears,US,Dance
German,40,2022-10-22,HeatWaves,Glass Animals,GB,Alternative
Greece,1,2023-08-28,Elpida,Konstantinos Argiros,,Europe
Greece,2,2023-08-28,Seven,Jung Kook & Latto,KR,K-Pop
Greece,3,2023-08-28,30-40,Melisses,GR,Indie Pop
Greece,4,2023-08-28,LALA,Myke Towers,PR,Latino
Greece,5,2023-08-28,Oh Mami,Eleni Foureira & Mc Daddy,GR,
Greece,6,2023-08-28,Dance The Night,Dua Lipa,England,Pop
Greece,7,2023-08-28,Poso Thelo,Antonis Remos & Mente Fuerte,GR,Pop
Greece,8,2023-08-28,What Was I Made For?,Billie Eilish,US,Alternative
Greece,9,2023-08-28,Odos Monaksias,Nikos Economopoulos,GR,
Greece,10,2023-08-28,Super Shy,NewJeans,KR,K-Pop
Greece,11,2023-08-28,Love Me Again,V,,K-Pop
Greece,12,2023-08-28,Cruel Summer,Taylor Swift,US,Pop
Greece,13,2023-08-28,Rainy Days,V,,K-Pop
Greece,14,2023-08-28,Columbia,Quevedo,Las Palmas de Gran Canaria,Urbano latino
Greece,15,2023-08-28,Vampire,Olivia Rodrigo,US,Pop
Greece,16,2023-08-28,ETA,NewJeans,KR,K-Pop
Greece,17,2023-08-28,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Greece,18,2023-08-28,Flowers,Miley Cyrus,US,Pop
Greece,19,2023-08-28,Idol,Yoasobi,JP,
Greece,20,2023-08-28,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
Greece,1,2023-07-31,Elpida,Konstantinos Argiros,,Europe
Greece,2,2023-07-31,Seven,Jung Kook & Latto,KR,K-Pop
Greece,3,2023-07-31,30-40,Melisses,GR,Indie Pop
Greece,4,2023-07-31,LALA,Myke Towers,PR,Latino
Greece,5,2023-07-31,Poso Thelo,Antonis Remos & Mente Fuerte,GR,Pop
Greece,6,2023-07-31,Super Shy,NewJeans,KR,K-Pop
Greece,7,2023-07-31,Oh Mami,Eleni Foureira & Mc Daddy,GR,
Greece,8,2023-07-31,Idol,Yoasobi,JP,
Greece,9,2023-07-31,O Hartis,Natasa Theodoridou,GR,
Greece,10,2023-07-31,Vampire,Olivia Rodrigo,US,Pop
Greece,11,2023-07-31,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Greece,12,2023-07-31,Flowers,Miley Cyrus,US,Pop
Greece,13,2023-07-31,Cruel Summer,Taylor Swift,US,Pop
Greece,14,2023-07-31,La Bebe,Yng Lvcas & Peso Pluma,,Pop in Spanish
Greece,15,2023-07-31,Calm Down,Rema,GB,
Greece,16,2023-07-31,Cupid,Fifty Fifty,GB,
Greece,17,2023-07-31,Columbia,Quevedo,Las Palmas de Gran Canaria,Urbano latino
Greece,18,2023-07-31,Where She Goes,Bad Bunny,PR,Latino
Greece,19,2023-07-31,Die For You,Weeknd & Ariana Grande,US,
Greece,20,2023-07-31,As It Was,Harry Styles,England,Pop
Greece,1,2023-07-03,Elpida,Konstantinos Argiros,,Europe
Greece,2,2023-07-03,Idol,Yoasobi,JP,
Greece,3,2023-07-03,30-40,Melisses,GR,Indie Pop
Greece,4,2023-07-03,La Bebe,Yng Lvcas & Peso Pluma,,Pop in Spanish
Greece,5,2023-07-03,Mono Me Sena,George Sampanis,GB,
Greece,6,2023-07-03,Flowers,Miley Cyrus,US,Pop
Greece,7,2023-07-03,O Hartis,Natasa Theodoridou,GR,
Greece,8,2023-07-03,Cupid,Fifty Fifty,GB,
Greece,9,2023-07-03,Parallili Agapi,Christina Salti,GR,Europe
Greece,10,2023-07-03,Ella Baila Sola,Eslabon Armado & Peso Pluma,US,Música Mexicana
Greece,11,2023-07-03,"Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,MX,Música Mexicana
Greece,12,2023-07-03,Calm Down,Rema,GB,
Greece,13,2023-07-03,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Greece,14,2023-07-03,Where She Goes,Bad Bunny,PR,Latino
Greece,15,2023-07-03,Un X100to,Grupo Frontera & Bad Bunny,McAllen,Música Mexicana
Greece,16,2023-07-03,Die For You,Weeknd & Ariana Grande,US,
Greece,17,2023-07-03,As It Was,Harry Styles,England,Pop
Greece,18,2023-07-03,Daylight,David Kushner,US,Pop
Greece,19,2023-07-03,Angel Pt. 1,"NLE Choppa, Kodak Black, Jimin, JVKE & Muni Long",US,
Greece,20,2023-07-03,Take Two,BTS,KR,K-Pop
Greece,1,2023-06-05,Elpida,Konstantinos Argiros,,Europe
Greece,2,2023-06-05,Flowers,Miley Cyrus,US,Pop
Greece,3,2023-06-05,30-40,Melisses,GR,Indie Pop
Greece,4,2023-06-05,Players,Coi Leray,US,Hip-Hop/Rap
Greece,5,2023-06-05,Parallili Agapi,Christina Salti,GR,Europe
Greece,6,2023-06-05,Creepin',"Metro Boomin, Weeknd & 21 Savage",US,
Greece,7,2023-06-05,Mono Me Sena,George Sampanis,GB,
Greece,8,2023-06-05,I'm Good (Blue),David Guetta & Bebe Rexha,US,Dance
Greece,9,2023-06-05,Na Ksanametriso,Antonis Remos,GR,Europe
Greece,10,2023-06-05,Unholy,Sam Smith & Kim Petras,US,Dance
Greece,11,2023-06-05,Lay Low,Tiesto,NL,
Greece,12,2023-06-05,Calm Down,Rema,GB,
Greece,13,2023-06-05,Ladada (Mon Dernier Mot),Claude,FR,Pop
Greece,14,2023-06-05,Tattoo,Loreen,SE,Pop
Greece,15,2023-06-05,Eyes Closed,Ed Sheeran,GB,Pop
Greece,16,2023-06-05,As It Was,Harry Styles,England,Pop
Greece,17,2023-06-05,Bones,Imagine Dragons,US,Alternative
Greece,18,2023-06-05,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Greece,19,2023-06-05,Back To You,"Lost Frequencies, Elley Duhe & X Ambassadors",US,
Greece,20,2023-06-05,Bad Memories,"Meduza, James Carter, Elley Duhe & Fast Boy",US,
India,1,2023-08-19,Seven,Jung Kook & Latto,KR,K-Pop
India,2,2023-08-19,Love Me Again,V,,K-Pop
India,3,2023-08-19,Rainy Days,V,,K-Pop
India,4,2023-08-19,Until I Found You,Stephen Sanchez,,Singer/Songwriter
India,5,2023-08-19,Calm Down,Rema,GB,
India,6,2023-08-19,Popular,"Weeknd, Playboi Carti & Madonna",US,
India,7,2023-08-19,I Wanna Be Yours,Arctic Monkeys,GB,Alternative
India,8,2023-08-19,Night Changes,One Direction,England,Pop
India,9,2023-08-19,HeatWaves,Glass Animals,GB,Alternative
India,10,2023-08-19,People,Libianca,US,Afro-Beat
India,11,2023-08-19,Cruel Summer,Taylor Swift,US,Pop
India,12,2023-08-19,Die For You,Weeknd & Ariana Grande,US,
India,13,2023-08-19,Cupid,Fifty Fifty,GB,
India,14,2023-08-19,Bones,Imagine Dragons,US,Alternative
India,15,2023-08-19,Blinding Lights,Weeknd,CA,
India,16,2023-08-19,FE!N,Travis Scott & Playboi Carti,US,
India,17,2023-08-19,Daylight,David Kushner,US,Pop
India,18,2023-08-19,Believer,Imagine Dragons,US,Alternative
India,19,2023-08-19,Under The Influence,Chris Brown,US,R&B/Soul
India,20,2023-08-19,Unstoppable,Sia,AU,Pop
India,1,2023-07-22,Seven,Jung Kook & Latto,KR,K-Pop
India,2,2023-07-22,Calm Down,Rema,GB,
India,3,2023-07-22,Until I Found You,Stephen Sanchez,,Singer/Songwriter
India,4,2023-07-22,Cupid,Fifty Fifty,GB,
India,5,2023-07-22,People,Libianca,US,Afro-Beat
India,6,2023-07-22,HeatWaves,Glass Animals,GB,Alternative
India,7,2023-07-22,I Wanna Be Yours,Arctic Monkeys,GB,Alternative
India,8,2023-07-22,Die For You,Weeknd & Ariana Grande,US,
India,9,2023-07-22,Popular,"Weeknd, Playboi Carti & Madonna",US,
India,10,2023-07-22,Night Changes,One Direction,England,Pop
India,11,2023-07-22,Bones,Imagine Dragons,US,Alternative
India,12,2023-07-22,Blinding Lights,Weeknd,CA,
India,13,2023-07-22,Dzanum,Teya Dora,RS,Pop
India,14,2023-07-22,Like Crazy,Jimin,KR,K-Pop
India,15,2023-07-22,Believer,Imagine Dragons,US,Alternative
India,16,2023-07-22,Under The Influence,Chris Brown,US,R&B/Soul
India,17,2023-07-22,Daylight,David Kushner,US,Pop
India,18,2023-07-22,Unstoppable,Sia,AU,Pop
India,19,2023-07-22,As It Was,Harry Styles,England,Pop
India,20,2023-07-22,Left And Right,Charlie Puth & Jung Kook,US,Pop
India,1,2023-06-24,Calm Down,Rema,GB,
India,2,2023-06-24,Cupid,Fifty Fifty,GB,
India,3,2023-06-24,Until I Found You,Stephen Sanchez,,Singer/Songwriter
India,4,2023-06-24,People,Libianca,US,Afro-Beat
India,5,2023-06-24,HeatWaves,Glass Animals,GB,Alternative
India,6,2023-06-24,Calling,"Metro Boomin, Swae Lee, NAV & A Boogie Wit Da Hoodie",US,
India,7,2023-06-24,Bones,Imagine Dragons,US,Alternative
India,8,2023-06-24,Angel Pt. 1,"NLE Choppa, Kodak Black, Jimin, JVKE & Muni Long",US,
India,9,2023-06-24,Die For You,Weeknd & Ariana Grande,US,
India,10,2023-06-24,Take Two,BTS,KR,K-Pop
India,11,2023-06-24,Night Changes,One Direction,England,Pop
India,12,2023-06-24,Annihilate,"Metro Boomin, Swae Lee, Lil Wayne & Offset",US,Hip-Hop/Rap
India,13,2023-06-24,Am I Dreaming,"Metro Boomin, A$AP Rocky & Roisee",US,Hip-Hop/Rap
India,14,2023-06-24,I Wanna Be Yours,Arctic Monkeys,GB,Alternative
India,15,2023-06-24,Blinding Lights,Weeknd,CA,
India,16,2023-06-24,Under The Influence,Chris Brown,US,R&B/Soul
India,17,2023-06-24,Believer,Imagine Dragons,US,Alternative
India,18,2023-06-24,As It Was,Harry Styles,England,Pop
India,19,2023-06-24,Unholy,Sam Smith & Kim Petras,US,Dance
India,20,2023-06-24,Unstoppable,Sia,AU,Pop
Ireland,1,2023-08-26,Dance The Night,Dua Lipa,England,Pop
Ireland,2,2023-08-26,What Was I Made For?,Billie Eilish,US,Alternative
Ireland,3,2023-08-26,Paint The Town Red,Doja Cat,US,Rap
Ireland,4,2023-08-26,Vampire,Olivia Rodrigo,US,Pop
Ireland,5,2023-08-26,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Ireland,6,2023-08-26,Bad Idea Right?,Olivia Rodrigo,US,Pop
Ireland,7,2023-08-26,I Adore U,Fred Again,GB,
Ireland,8,2023-08-26,Desire,Calvin Harris & Sam Smith,Scotland,Dance
Ireland,9,2023-08-26,Good Love,Hannah Laing & RoRo,,Dance
Ireland,10,2023-08-26,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
Ireland,11,2023-08-26,Prada,"Casso, Raye & D-Block Europe",GB,
Ireland,12,2023-08-26,Speed Drive,Charli XCX,England,Pop
Ireland,13,2023-08-26,Rich Men North Of Richmond,Oliver Anthony Music,US,Country
Ireland,14,2023-08-26,Oh My Johnny (Banks Of The Roses),Chasing Abbey,IE,Dance
Ireland,15,2023-08-26,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Ireland,16,2023-08-26,0800 Heaven,"Nathan Dawe, Joel Corry & Ella Henderson",GB,Dance
Ireland,17,2023-08-26,Something In The Orange,Zach Bryan,Seattle,Country
Ireland,18,2023-08-26,Cruel Summer,Taylor Swift,US,Pop
Ireland,19,2023-08-26,Unhealthy,Anne-Marie & Shania Twain,CA,
Ireland,20,2023-08-26,Little Things,Jorja Smith,GB,R&B/Soul
Ireland,1,2023-07-29,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Ireland,2,2023-07-29,What Was I Made For?,Billie Eilish,US,Alternative
Ireland,3,2023-07-29,Vampire,Olivia Rodrigo,US,Pop
Ireland,4,2023-07-29,Dance The Night,Dua Lipa,England,Pop
Ireland,5,2023-07-29,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Ireland,6,2023-07-29,Barbie World,"Nicki Minaj, Ice Spice & Aqua",US,
Ireland,7,2023-07-29,Good Love,Hannah Laing & RoRo,,Dance
Ireland,8,2023-07-29,A Sky Full Of Stars,Coldplay,GB,Alternative
Ireland,9,2023-07-29,Fukumean,Gunna,US,Hip-Hop/Rap
Ireland,10,2023-07-29,Daylight,David Kushner,US,Pop
Ireland,11,2023-07-29,Dial Drunk,Noah Kahan,US,Alternative
Ireland,12,2023-07-29,Seven,Jung Kook & Latto,KR,K-Pop
Ireland,13,2023-07-29,Unhealthy,Anne-Marie & Shania Twain,CA,
Ireland,14,2023-07-29,0800 Heaven,"Nathan Dawe, Joel Corry & Ella Henderson",GB,Dance
Ireland,15,2023-07-29,Giving Me,Jazzy,,Dance
Ireland,16,2023-07-29,Paradise,Coldplay,GB,Alternative
Ireland,17,2023-07-29,Fix You,Coldplay,GB,Alternative
Ireland,18,2023-07-29,Rush,Troye Sivan,AU,Pop
Ireland,19,2023-07-29,Speed Drive,Charli XCX,England,Pop
Ireland,20,2023-07-29,Cruel Summer,Taylor Swift,US,Pop
Ireland,1,2023-07-01,Sprinter,Dave & Central Cee,England,Hip-Hop/Rap
Ireland,2,2023-07-01,Daylight,David Kushner,US,Pop
Ireland,3,2023-07-01,(It Goes Like) Nanana,Peggy Gou,Berlin,Dance
Ireland,4,2023-07-01,React,Switch Disco & Ella Henderson,GB,Dance
Ireland,5,2023-07-01,Giving Me,Jazzy,,Dance
Ireland,6,2023-07-01,Who Told You,J Hus & Drake,GB,
Ireland,7,2023-07-01,Good Love,Hannah Laing & RoRo,,Dance
Ireland,8,2023-07-01,As It Was,Harry Styles,England,Pop
Ireland,9,2023-07-01,Don't Forget Me,Dermot Kennedy,IE,Pop
Ireland,10,2023-07-01,Padam Padam,Kylie Minogue,AU,Dance
Ireland,11,2023-07-01,Kiss Me,Dermot Kennedy,IE,Pop
Ireland,12,2023-07-01,Dance The Night,Dua Lipa,England,Pop
Ireland,13,2023-07-01,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Ireland,14,2023-07-01,Unhealthy,Anne-Marie & Shania Twain,CA,
Ireland,15,2023-07-01,Dancing Is Healing,"Rudimental, Charlotte Plank & Vibe Chemistry",GB,Dance
Ireland,16,2023-07-01,Karma,Taylor Swift,US,Pop
Ireland,17,2023-07-01,Seventeen Going Under,Sam Fender,GB,Singer/Songwriter
Ireland,18,2023-07-01,Die For You,Weeknd,CA,
Ireland,19,2023-07-01,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Ireland,20,2023-07-01,Dial Drunk,Noah Kahan,US,Alternative
Ireland,1,2023-06-03,Giving Me,Jazzy,,Dance
Ireland,2,2023-06-03,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Ireland,3,2023-06-03,Daylight,David Kushner,US,Pop
Ireland,4,2023-06-03,Tattoo,Loreen,SE,Pop
Ireland,5,2023-06-03,People,Libianca,US,Afro-Beat
Ireland,6,2023-06-03,React,Switch Disco & Ella Henderson,GB,Dance
Ireland,7,2023-06-03,Wish You The Best,Lewis Capaldi,GB,Alternative
Ireland,8,2023-06-03,Karma,Taylor Swift,US,Pop
Ireland,9,2023-06-03,Last Night,Morgan Wallen,US,Country
Ireland,10,2023-06-03,Eyes Closed,Ed Sheeran,GB,Pop
Ireland,11,2023-06-03,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Ireland,12,2023-06-03,Dance The Night,Dua Lipa,England,Pop
Ireland,13,2023-06-03,Hits Different,Taylor Swift,US,Pop
Ireland,14,2023-06-03,Flowers,Miley Cyrus,US,Pop
Ireland,15,2023-06-03,America Has A Problem,Beyonce Knowles,US,
Ireland,16,2023-06-03,Snow On The Beach,Taylor Swift & Lana Del Rey,US,
Ireland,17,2023-06-03,Chemical,Post Malone,US,Pop
Ireland,18,2023-06-03,If We Ever Broke Up,Mae Stephens,,Pop
Ireland,19,2023-06-03,Cupid,Fifty Fifty,GB,
Ireland,20,2023-06-03,Say Yes To Heaven,Lana Del Rey,US,Alternative
Ireland,1,2023-05-06,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Ireland,2,2023-05-06,Giving Me,Jazzy,,Dance
Ireland,3,2023-05-06,Daylight,David Kushner,US,Pop
Ireland,4,2023-05-06,Wish You The Best,Lewis Capaldi,GB,Alternative
Ireland,5,2023-05-06,People,Libianca,US,Afro-Beat
Ireland,6,2023-05-06,Kill Bill,SZA,US,R&B/Soul
Ireland,7,2023-05-06,Heaven,Niall Horan,IE,Pop
Ireland,8,2023-05-06,Last Night,Morgan Wallen,US,Country
Ireland,9,2023-05-06,Eyes Closed,Ed Sheeran,GB,Pop
Ireland,10,2023-05-06,If We Ever Broke Up,Mae Stephens,,Pop
Ireland,11,2023-05-06,Flowers,Miley Cyrus,US,Pop
Ireland,12,2023-05-06,Forget Me,Lewis Capaldi,GB,Alternative
Ireland,13,2023-05-06,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",US,Dance
Ireland,14,2023-05-06,React,Switch Disco & Ella Henderson,GB,Dance
Ireland,15,2023-05-06,Meltdown,Niall Horan,IE,Pop
Ireland,16,2023-05-06,Cupid,Fifty Fifty,GB,
Ireland,17,2023-05-06,Boy's A Liar,PinkPantheress,England,Pop
Ireland,18,2023-05-06,Whistle,Jax Jones & Calum Scott,GB,Dance
Ireland,19,2023-05-06,Chemical,Post Malone,US,Pop
Ireland,20,2023-05-06,Calm Down,Rema,GB,
Ireland,1,2023-04-08,Miracle,Calvin Harris & Ellie Goulding,GB,Dance
Ireland,2,2023-04-08,Flowers,Miley Cyrus,US,Pop
Ireland,3,2023-04-08,People,Libianca,US,Afro-Beat
Ireland,4,2023-04-08,Ceilings,Lizzy McAlpine,Philadelphia,Alternative
Ireland,5,2023-04-08,Eyes Closed,Ed Sheeran,GB,Pop
Ireland,6,2023-04-08,Heaven,Niall Horan,IE,Pop
Ireland,7,2023-04-08,Boy's A Liar,PinkPantheress,England,Pop
Ireland,8,2023-04-08,If We Ever Broke Up,Mae Stephens,,Pop
Ireland,9,2023-04-08,Giving Me,Jazzy,,Dance
Ireland,10,2023-04-08,Escapism,Raye & 070 Shake,US,
Ireland,11,2023-04-08,Trustfall,P!nk,US,Dance
Ireland,12,2023-04-08,Anti-Hero,Taylor Swift,US,Pop
Ireland,13,2023-04-08,Last Night,Morgan Wallen,US,Country
Ireland,14,2023-04-08,Red Flags,Mimi Webb,GB,Pop
Ireland,15,2023-04-08,Calm Down,Rema,GB,
Ireland,16,2023-04-08,Fast Car,Luke Combs,US,Country
Ireland,17,2023-04-08,Eat Your Young,Hozier,IE,Singer/Songwriter
Ireland,18,2023-04-08,Until I Found You,Stephen Sanchez,,Singer/Songwriter
Ireland,19,2023-04-08,Kill Bill,SZA,US,R&B/Soul
Ireland,20,2023-04-08,All Of The Girls You Loved Before,Taylor Swift,US,Pop
