,Song title,Song author,Genre
411102,I Believe I'm Fine,Robin Schulz & Hugel,
411104,Herzbeben,Helene Fischer,German Pop
411180,Gjynah,Azet,Hip-Hop/Rap
411207,1 Schuss,UFO361,
411213,Es Wird Zeit,Kollegah & Farid Bang,
411221,AMG2,Azzi Memo,Hip-Hop/Rap
411237,Studiogangster,Kollegah & Farid Bang,
411240,Jung Brutal Gutaussehend 2017,Kollegah & Farid Bang,
411241,Dusseldorfer,Kollegah & Farid Bang,
411243,Wenn Der Gegner Am Boden Liegt,Kollegah & Farid Bang,Hip-Hop/Rap
411246,Jagdsaison,Kollegah & Farid Bang,
411248,Frontload,Kollegah & Farid Bang,Hip-Hop/Rap
411249,Eines Tages,Kollegah & Farid Bang,Hip-Hop/Rap
411250,Die Letzte Gangsterrapcrew,Kollegah & Farid Bang,Hip-Hop/Rap
411251,Massephase,Kollegah & Farid Bang,
411255,Warlordz,Kollegah & Farid Bang,
411258,In Jeder Deutschen Grobstadt,Kollegah & Farid Bang,
411262,Alter Brutaler Skrupelloser (Outro),Kollegah & Farid Bang,
411288,Soldaten 2.0,Kontra K,Hip-Hop/Rap
411292,Kleiner Cabron,Veysel,Hip-Hop/Rap
411297,Monica Bellucci,RIN,Pop
411303,Mon Cheri,Capo & Nimo,
411319,Tiffany,UFO361,
411340,Vorankommen,Luciano,Hip-Hop/Rap
411359,Allstars,"SA4, Maxwell, Gzuz, LX & Bonez MC",
411376,Alles Passiert,Die Toten Hosen,Rock
411380,If I'm Lucky,Jason Derulo,Pop
411422,Wohin Willst Du,Gestort Aber Geil,
411423,Bon Voyage,Miami Yacine,Hip-Hop/Rap
411424,Besser Als 50 Cent,Veysel,
411463,Knocheltief,Trettmann,
411464,Heute Mit Mir,Nimo,Hip-Hop/Rap
411474,Achterbahn,Helene Fischer,German Pop
411494,Schnell Machen,Sa4,Rap
411501,Sterben Kannst Du Uberall,Trailerpark,Hip-Hop/Rap
411542,Gottseidank,"Trettmann, Bonez Mc & RAF Camora",
411543,Montpellier,Miami Yacine,Hip-Hop/Rap
411583,Ole Ole,Capital Bra,
411613,Neue Welt,Savas & Sido,
411617,Na Na Na,Capital Bra,
411624,Telefon,Dardan & Nimo,
411655,Yakuza,Veysel & Luciano,
411702,Instruction,"Jax Jones, Demi Lovato & Stefflon Don",
411704,Bros,RIN,
411738,Burden Down,Micar,Dance
411741,Blau,Amanda & Sido,
411780,Millionar,187 Strassenbande,Hip-Hop/Rap
411821,Alles Probiert,RAF Camora,Hip-Hop/Rap
411892,Glaub Mir,Bonez MC,
411903,Nice Girl 2.0,UFO361,
411943,Mit Den Jungz,187 Strassenbande,Hip-Hop/Rap
412014,High Life,187 Strassenbande,
412019,Sitzheizung,187 Strassenbande,Hip-Hop/Rap
412092,Wannsee,Die Toten Hosen,Rock
412102,Murcielago,KC Rebell & Summer Cem,Hip-Hop
412138,Nur Mit Dir,Helene Fischer,German Pop
412217,Papa,Bushido,
412219,Voll Mein Ding,KC Rebell & Summer Cem,Hip-Hop
412253,Black Friday,Bushido,
412259,Moonwalk,Bushido,
412260,If I Wasn't Your Daughter,Lena Meyer-Landrut,
412263,Sodom & Gomorrha,Bushido,
412265,Echte Berliner,Bushido,Rap
412297,Murcielago,KC Rebell,
412300,Kontrollieren,Bonez MC & RAF Camora,
412342,Das Geld Muss Weg,Marteria,Hip-Hop/Rap
412345,Nummer 1,"Zuna, Azet & Noizy",
412385,Ya Salam,Kurdo,Hip-Hop/Rap
412404,Flieger,Helene Fischer,German Pop
412425,Nicht Jetzt,KC Rebell,
412446,What Becomes Of The Broken Hearted,Alphonso Williams,
412457,Loin,Maitre Gims,
412459,Halt Alle Uhren An,Alexander Jahnke,Pop
412465,LFR,Nimo,Hip-Hop/Rap
412496,Nicht Jetzt,KC Rebell & Summer Cem,Hip-Hop
412501,Bis Hier Und Noch Weiter,"Adel Tawil, KC Rebell & Summer Cem",
412502,Ohne Mein Team,Bonez MC & RAF Camora,Hip-Hop/Rap
412503,Der Pate,UFO361,
412543,Feuerwerk,Wincent Weiss,Pop
412578,Menschen Leben Tanzen Welt,Jim Pandzko,Pop
412655,Fur Die Gang,UFO361 & Gzuz,
412729,Mehr Als Ein Job,Kontra K,Hip-Hop/Rap
412785,So Schon Kaputt,SDP,Alternative
412853,Johnny Dapp,Lorenz Buffel,
412862,Cazal,Zuna & Miami Yacine,
412864,Diamanten,Kontra K,Hip-Hop/Rap
412933,Perfect Life,Levina,Pop
412941,Meine Posse,Beginner,Hip-Hop/Rap
412974,Where's The Revolution,Depeche Mode,Alternative
412980,Kokaina,Miami Yacine,Hip-Hop/Rap
412984,An Ihnen Vorbei,Bonez MC & RAF Camora,
412985,Lot To Learn,Luke Christopher,Pop
413024,Palmen Aus Plastik,Bonez MC & RAF Camora,Hip-Hop/Rap
413025,iPhone 17,KC Rebell,Hip-Hop/Rap
413103,Palmen Aus Gold,Bonez MC & RAF Camora,
413145,Nummer Eins,Stereoact & Chris Cronauer,
413224,Ahnma,Beginner,Hip-Hop/Rap
413248,Lauf Baby Lauf,Tay Schmedtmann,
413249,10 Jahre,187 Strassenbande,
413250,Skandale,Bonez MC & RAF Camora,
413254,Safari,"Maxwell, RAF Camora & Bonez MC",
413261,Atramis,Bonez MC & RAF Camora,
413265,Grosses Kaliber,187 Strassenbande,
413293,Kaiseraura,Kollegah,
413294,American Express,Kollegah & Farid Bang,
413328,Liebe Deine Stadt,"Cat Ballou, Mo-Torres & Lukas Podolski",Pop
413491,Bonfire,Felix Jaehn & Alma,
413513,Roli,Shindy,Hip-Hop/Rap
413518,80 Millionen,Max Giesinger,Pop
413526,Holland,257ers,Hip-Hop/Rap
413529,Heatwave,Robin Schulz & Akon,
413535,Wherever I Go,OneRepublic,Pop
413616,Sex Ohne Grund,Ali Bumaye,Rap
413652,Jeder Fur Jeden,Felix Jaehn & Herbert Gronemeyer,
413779,Lass Sie Tanzen (Square Dance),Ali As & Namika,
413810,Glucksmoment,Prince Damien,Pop
413882,Ghost,Jamie-Lee Kriewitz,
413898,Boys & Girls,Will.I.Am & Pia Mia,
413936,Gluecksmoment,Laura Van Den Elzen,
413939,Ich Sterb Fuer Dich,Vanessa Mai,German Pop
413975,Durch Die Schweren Zeiten,Udo Lindenberg,Rock
413992,Purple Rain,Prince,
414008,Kiss,Prince,
414046,Ich Will Nur Dass Du Weisst,SDP & Adel Tawil,
414086,Genau Jetzt,Nena,Pop
414097,Get Ugly,Jason Derulo,Pop
414210,Pocahontas,AnnenMayKantereit,Rock
414339,"1,40m",Prinz Pi & Philipp Dittberner,
414451,Stand By Me,Geeno Smith,
414453,Leev Marie,Paveier,German Pop
414459,Nur Mit Dir,Sarah Engels & Pietro Lombardi,
414642,Bis Gleich,Ayke Witt,Pop
414731,Dad (#Heimkommen),Neele Ternes,
414770,John Gotti,Kollegah,Hip-Hop/Rap
414771,Empire Business,Kollegah,Hip-Hop/Rap
414773,Blutdiamanten,Kollegah,Hip-Hop/Rap
414775,Lebenskraft,Joel Brandenstein,
414779,Hey,Andreas Bourani,
414812,Ich Hab Polizei,POL1Z1STENS0HN,
414857,Denk An Die Kinder,Alligator,
414892,Nur Ein Lied,Alex Diehl,Pop
414893,I Wanna Luv Ya,Mafia Clowns & Sean Kingston,
414977,Das Ist Dein Leben,Philipp Dittberner,Pop
415096,Bauch Und Kopf,Mark Forster,Pop
415139,Dos Bros,BossHoss,
415338,Von Der Liebe,Fettes Brot,Hip-Hop/Rap
415399,Grenzenlos,Joel Brandenstein,
415419,Lucifer,XOV,
415452,Unsere Lieder,Adel Tawil,
415499,Cloud Rider,Paul Kalkbrenner,Electronica
415579,Hurra Die Welt Geht Unter,K.I.Z.,
415614,Good Enough,Empire Cast & Jussie Smollett,
415616,Traffic Lights,Lena Meyer-Landrut,
415687,Ebony Eyes,Rico Bernasconi & Tuklan,Dance
415699,Ne Sekunde Sommer,Leyk & Lockvogel,Dance
415732,Shindy x Balkan Mix,Shindy,
415811,Nimmerland,Sarah Engels & Pietro Lombardi,
415925,Black Smoke,Ann Sophie,Pop
415979,Wunsch Dir Was,Genetikk,Hip-Hop/Rap
416013,Ghosttown,Madonna,Pop
416017,In The End,Stefanie Heinzmann,
416041,iDisco,Farin Urlaub,
416056,Ride Out,Kid Ink,
416161,Alles Brennt,Johannes Oerding,Pop
416259,Schwung In Die Kiste,Die Orsons,Hip-Hop/Rap
416339,Reverse,SomeKindaWonderful,
416495,I Loved You,Blonde & Melissa Steel,
416497,Denken Sie Gross,Deichkind,Hip-Hop/Rap
416546,Jetzt Ist Der Teufel Los,Tobee,German Pop
416649,Hotel,Kid Ink & Chris Brown,
416697,Good Days,Sasha,
416730,These Days,Take That,Pop
416737,Hey Girl,CRO,
416755,Do They Know It's Christmas? (2014 German Version),Band Aid 30,Pop
416787,Wir Brechen Eure Seelen,Frei.Wild,Rock
416797,Diese Liebe,Joel Brandenstein,Pop
416799,Danke,Nico Suave & Xavier Naido,
416837,Love In A Cold Room,Lina Arndt,Pop
416846,So'ne Musik,Deichkind,Hip-Hop/Rap
416929,You Can Never Be Ready,Sunrise Avenue,Pop
416931,AWG,Farin Urlaub,
417179,Sterne,Shindy,Hip-Hop/Rap
417206,Nur Nach Vorne Gehen,Broilers,Rock
417255,Beautiful,Prince Kay One & Victoria Swarovski,
417271,Herz? Verloren,Farin Urlaub,
417364,Right Here,Jess Glynne,R&B/Soul
417374,Willst Du,Robin Schulz & Alligatoah,Dance
417393,Baby Du Riechst,257ers,Hip-Hop/Rap
417399,Freidrehen,Clueso,
417414,Bleib In Der Schule,Trailerpark,Hip-Hop/Rap
417659,Cherry Oh 2014,Seeed,
417718,Wolfe,Kontra K,Hip-Hop/Rap
417898,Grundlos,OK KID,Pop
417973,Ich Will Hier Nicht Sein,Broilers,Rock
418016,St Pauli,Jan Delay,Rock
418055,Du Bist Boss,Kollegah,Rap
418080,AKs Im Wandschrank,Kollegah,Hip-Hop/Rap
418128,25,Die Fantastischen Vier,
418138,Wat Is' Denn Los Mit Dir,Kollegah,
418174,All Night,Parov Stelar,
418211,Can't Say No,Rea Garvey,
418218,Down By The River,Milky Chance,Alternative
418251,Kanax In Moskau,KC Rebell,Hip-Hop/Rap
418257,Stupid Little Things,Anastacia,Pop
418368,Wir Sind Alle Wie Eins,Unheilig,Rock
418378,Cotton Candy Hurricane,MarieMarie,Pop
418411,Guilty All The Same,Linkin Park,
418448,Et Jitt Kein Wood,Cat Ballou,Comedy
418495,Alles Endet (Aber Nie Die Musik),Casper,Hip-Hop/Rap
418535,Fuer Immer Immer,Fettes Brot,
418539,Lass Das Mal Den Papa Machen,Christoph Maria Herbst ,
418769,Unter Die Haut,Tim Bendzko & Cassandra Steen,
418779,Light On,Rebecca Ferguson,
418851,Ist Da Jemand?,Broilers,Rock
418972,Arbeit,Sido & Helge Schneider,
419094,Keep Calm,Prince Kay One,
419098,Nights In White Satin,Moody Blues,
419099,Echo,Fettes Brot,
419212,Das Kann Uns Keiner Nehmen,Revolverheld,Pop
419238,Should Be Higher,Depeche Mode,Alternative
419250,Rennen + Stolpern,Jupiter Jones,Pop
419324,So Oder So,Bosse,Rock
419331,Fremde,Max Herre,Hip-Hop/Rap
419336,Der Letzte Blick,Xavier Naidoo,Pop
419485,"Baby, It's Ok",Follow Your Instinct,
419499,Big Bang,Marteria,
419536,Das Ist Der Moment,Die Toten Hosen,Rock
419539,Bei Dir Bin Ich Schon,2raumwohnung,Pop
419554,Kornblumen,Jurgen Drews,
419571,Programmiert,Tim Bendzko,Pop
419579,Liebe Ist Meine Rebellion,Frida Gold,
419610,"Sommer, Sonne, Kaktus!",Helge Schneider,Pop
419651,Strand,Yasha,
419656,Springfield 2,Shindy & Bushido,
419735,Nie Vergessen,Glasperlenspiel,Pop
419738,Scheiss Drauf! (...Mallorca Ist Nur Einmal Im Jahr),Peter Wackel,German Pop
419772,Liebs Oder Lass Es,Genetikk,Hip-Hop/Rap
419779,Wachtum Uber Alles,Saltatio Mortis,Metal
419818,Meine Soldaten,Maxim,Pop
419876,Weida Mitanand,Cpt. Nepumuk's Friendly Heart Choir Club,
419899,Geschichten Bleiben Geschichten,Wilde Flamme,Rock
419931,Goin' Crazy,Dizzee Rascal,Dance
419979,My Head Is A Jungle,Wankelmut & Emma Louise,Hip-Hop
420049,Stern Des Sudens 2006,Bayern Fans-United,
420121,Soothe My Soul,Depeche Mode,Alternative
420135,You Remember,Gentleman,Reggae
420169,Summerfeeling Pur (Ich Bin Brauner Wie Du!),Fruhstuck Bei Stefanie & Udo Martens,
420174,KussKussKuss,Fettes Brot,Hip-Hop/Rap
420176,Your Touch,Blake Lewis,Pop
420217,Right In The Night,Jam & Spoon,Trance
420248,Rangel Song,Olli Schulz,Pop
420252,Schoenste Zeit,Bosse,
420336,Deine Starken,Silly,Pop
420339,Hold On My Heart,Daniele Negroni,
420375,Snowflakes,White Apple Tree,
420379,Miracle,Hurts,
420436,Waldspaziergang Mit Folgen,Die Arzte,
420457,Neon (Lonely People),Lena Meyer-Landrut,
420487,My City,Follow Your Instinct,
420592,Nackert,LaBrassBanda,Pop
420653,Little By Little,Fritz Kalkbrenner,
420659,Junge,Heino,
420691,Hurt Lovers,Blue,Adult Contemporary
420729,Chabos Wissen Wer Der Babo Ist,Haftbefehl,Hip-Hop/Rap
420731,Berlin (Bei Tag Und Nacht),Chris Prinz,
420775,Morgens Immer Mude,Laing,Pop
420813,Wage Es Zu Glauben,Xavas,
420814,Fuhlt Sich Wie Fliegen An,Max Herre,Hip-Hop/Rap
420896,Heart Shaped Gun,Schmidt,
420959,Heimweh,Isabell Schmidt,
420972,Mrs. Lawless,Michael Lane,Pop
421017,Hurricane,MS MR,
421054,Unendliches Leben,Frei.Wild,Rock
421095,Wenn Die Zeit Kommt,Wingenfelder:Wingenfelder,
421098,Ausflug Ins Blaue,Chima,Pop
421122,Stark,Unheilig,
421177,Avver Et Hatz Bliev He In Kolle,Stefan Raab,
421219,Das Ist Nicht Alles,Nena,
421237,Ist Das Noch Punkrock?,Die Arzte,
421252,Der Bestmogliche Versuch,PUR,
421298,Get A Life,Fritz Kalkbrenner,
421334,Leaving,Pet Shop Boys,
421374,Sonne,Schiller,
421408,Mich Kann Nur Liebe Retten,Ich Kann Fliegen,Rock
421413,Horst & Monika,Die Orsons,
421452,Freundschaft,Glasperlenspiel,Pop
421492,Spirit Indestructible,Nelly Furtado,Pop
421518,Mach Dich Auf,Frei.Wild,Rock
421538,Girls Just Want To Have Fun,Shaggy & Eve,
421561,Beautiful,Seeed,
421571,Wie Wir Waren,Unheilig,Rock
421655,Touch The Sky,Sean Paul,
421733,Das Gezabel,Paul & Fritz Kalkbrenner,
421734,Diese Zwei,Eko Fresh & Bushido,
421758,Feinde Deiner Feinde,Frei.Wild,Rock
421778,Slow It Down,Amy Macdonald,Pop
421811,Nur Noch Schuhe An!,Mickie Krause,German Pop
421819,Was Ware Wenn,Michael Wendler,
421856,Morgen,Chima,
421923,King Of Raop,CRO,
421932,Meine Zeit,CRO,
421978,Finale Wir Kommen,Kay One & Shindy,
421979,Disparate Youth,Santigold,Alternative
422050,You Got Me,Ivy Quainoo,
422097,Ich Bin Kein Model Und Kein Superstar,Ole Ohne Kohle,
422221,"Borussia, Schenk Uns Die Schale",Norbert Dickel,
422375,Cello,Udo Lindenberg,
422418,Songs Fur Liam,Kraftklub,Rock
422449,Fallschirm,Mia.,
422450,Lichter Der Stadt,Unheilig,Rock
422496,All Die Augenblicke,BAP & Clueso,Rock
422531,Ich Bin Ich,Glasperlenspiel,Pop
422536,Reeperbahn 2011 (What It's Like),Udo Lindenberg & Jan Delay,
422683,Quietly,Ornella De Santis,
422688,I Need A Girl,Kay One & Mario Winans,
422726,Lied Von Den Vergessenen,Rosenstolz,Pop
422735,Losing You,Mic Donet,
422771,Around The World,Disco Boys,
422778,Fur Immer,Eisblume,
422808,Echt,Glasperlenspiel,Pop
422850,Hurt,Behnam Moghaddam,
422890,Down For Whatever,Kelly Rowland,R&B/Soul
422924,Eiserner Steg,Benny Fiedler,
422939,Hedonism,Percival,
423167,Heroes/Helden,Nena,
423206,Waiting For Christmas,Menowin,
423241,Goin' To L.A.,Pietro Lombardi,
423259,This Is My Time,Ardian Bujupi,
423298,Ein Herz Kann Man Nicht Reparieren,Udo Lindenberg,Rock
423331,Sie Liebt Ihn Immer Noch,Michael Wendler,
423406,Pass At Me,Timbaland & Pitbull,
423411,I Will Dance (When I Walk Away),Katzenjammer,Pop
423417,Wenn Die Wunderkerzen Brennen,Jurgen Drews,
423419,Can't Stand The Silence,Rea Garvey,Alternative
423455,Wovon Sollen Wir Traumen,Frida Gold,
423458,"Blood, Tears And Gold",Hurts,Pop
423491,Unsere Liebe Ist Aus Gold,Frida Gold,
423494,Frankfurt Oder,Bosse & Anna Loos,
423619,I'll Be Your Man,James Blunt,Pop
423640,What A Man,Lena Meyer-Landrut,
423652,Only For You,Sarah Engels,
423657,Spiegelbild,Fler,
423808,Willst Du Bei Mir Bleiben,Klee,
423859,The Bomb,Pigeon John,Hip-Hop/Rap
423887,Wie Weit Wir Gehen,Broilers,Rock
423932,Ick Liebe Dir,Sido & Mario Barth,
424037,Hard To Love You,Sebastian Wurth,
424057,Rock Me,Melanie C,
424219,Gigolo,Anders & Fahrenkrog,
424265,Die BVB-Hymne 2011,Krypteria & Der BVB-Jahrhundertchor,
424283,Satellite,Stefan Raab & Lena Meyer-Landrut,
424294,Suchtig,Juli,Pop
424375,Gebt Alles,Cassandra Steen,R&B/Soul
424459,Girls Beautiful,Bullmeister,Pop
424486,Ist Es Wahr (Aim High),Sohne Mannheims,
424536,Oh What A Night,Guano Apes,
424657,Zu Schnell Vorbei,Clueso,Pop
424692,Schenk Mir Dein Herz,Hohner,
424724,Auf Den Dachern Von Berlin,Ute Freudenberg,
424735,Push Forward,Lena Meyer-Landrut,
424814,"Hey, Wir Woll'n Die Eisbarn Sehn",Puhdys & Jurgen Drews,
424849,"Kuss Mich, Halt Mich, Lieb Mich",Ella Endlich,German Pop
424936,Immer Wenn Es Dunkel Wird,Juli,Pop
424973,Million Voices (7 Seconds),Thomas D,
424974,Milk & Honey,Beatsteaks,
425097,Bitte Hor Nicht Auf Zu Traumen,Xavier Naidoo,Pop
425249,I Die For You Today,Alphaville,Pop
425251,Unendliche Sinfonie,Polarkreis 18,Alternative
425297,Zeig Mir Wie Du Tanzt,Frida Gold,
425378,Haus Der Drei Sonnen,Nena & Heppner,
425457,Stalker,Christian Durstewitz,
425489,Black Sheep,Valentine,
425530,Berlins Most Wanted,Berlins Most Wanted,Rap
425566,Alles Rot,Silly,Pop
425576,Lonely,Medina,
425577,Innocent,Groove Coverage,
425695,Danke,Die Fantastischen Vier,Pop
425697,All For You,Ace Of Base,
425698,Yesterday,Reamonn,
425769,(Love Is Like A) Heatwave,Phil Collins,
425777,Lights Down Low,Kim Wilde,
425815,Alles,Wir Sind Helden,
425818,Sun In My Pocket,Locnville,Pop
425883,Maria Maria,Mark Medlock,
425891,Vamos A La Playa,Loona,Pop
425898,Fur Immer,Unheilig,
425933,Rock Die Scheisse Fett,Frauenarzt & Manny Marc,
425936,Tanzen,Rockstroh,
425973,Life Without You,Stanfour & Esmee Denters,
425974,Junebug,Robert Francis,Alternative
425979,Fackeln Im Wind,Bushido,Rap
426011,Schland O Schland,Uwu Lena,
426018,Get Involved,Ginuwine,Dance
426058,Gimme Hope Joachim,Basta,
426070,"54, '74, '90, 2010",Sportfreunde Stiller,Rock
426091,Pokal Again,Matze Knop,
426138,Traum Von Afrika,Axel Fischer,Pop
426204,Wir Gehen Nur Zuruck Um,Oliver Pocher,
426216,Roots To Grow,Stefanie Heinzmann & Gentleman,
426247,Das Alles Ist Deutschland,Fler & Bushido,
426292,Haifisch,Rammstein,Rock
426338,Spinner,Revolverheld,
426361,Animal Instinct,Annemie,
426377,Atzin,Die Atzen Frauenarzt,
426453,Out Of My Hands,Milow,
426489,Boomerang,Blumchen,
426495,Do Wah Doo,Kate Nash,Pop
426579,Wishing You Well,Stanfour,Rock
426607,I Surrender,Disco Boys,
426615,I Care For You,Jennifer Braun,
426649,If It's Love,Daniel Schuhmacher,
426697,Stuck On Replay,Scooter,Dance
426698,Hoffnung,Jan Delay,
426720,Bee,Jennifer Braun,
426731,Satellite,Jennifer Braun,
426768,Halte Durch,Xavier Naidoo,Pop
426772,Neopolitan Dreams,Lisa Mitchell,Singer/Songwriter
426778,Komm Zur Ruhr,Herbert Gronemeyer,
426812,Lass Mich Nie Mehr Los,Sportfreunde Stiller,Rock
426813,Ich Bau Dir Ein Schloss,Jurgen Drews,
426817,I Can't Dance Alone,Giovanni,
426858,Du Bist So Gut Fur Mich,Nena,Pop
426879,Fliegerlied (So Ein Schoner Tag),Tim Toupet,Pop
426882,Hallelujah,Brings,
426885,He Deit Et Wih Un Do Deit Et Wih,Black Fooss,
426978,Der Letzte Kuss,Die Toten Hosen,Rock
427005,Superman Tonight,Bon Jovi,Rock
427010,Unsterblich,Baschi,
427057,Love Long Distance,Gossip,Alternative
427095,Last Man Standing,Some & Any,
427097,Beautiful Lie,Jennifer Paige,
427219,New Day,Max Mutzke,
427254,It Doesn't Often Snow At Christmas,Pet Shop Boys,Pop
427255,Honestly,Daniel Schuhmacher,
427256,December Song (I Dreamed Of Christmas),George Michael,Pop
427285,HimmelblauPerfektBreit,Die Arzte,
427333,Did It Again,Shakira,Pop
427334,Welcome To My Life,Sunrise Avenue,
427337,The Sound Above My Hair,Scooter,Dance
427376,Aeroplane,Reamonn,
427409,Solitary Rose,Jeanette,
427410,Nicht Allein,Thomas Godoj,
427414,If One Bird Sings,Sarah Kreuz,
427418,Louise,Eisblume,
427485,Crank It Up,Ashley Tisdale,Pop
427492,Shadowside,A-Ha,
427520,Faithful,Cherine Nouri,
427579,Wir Sind Wahr,Nena,Pop
427608,Broken,Livingston,
427697,10 Meter Geh,Chris Boettcher,Comedy
427731,Ertrinken,Die Toten Hosen,Rock
427738,Impossible,Daniel Merriweather,
427768,Ich Bin Mein Haus,Rosenstolz,Pop
427775,No One (Can Ever Change My Mind),Stefanie Heinzmann,Pop/Rock
427813,One Life,No Angels,
427851,Irgendwo,PUR,
427854,Gewinner,Clueso,Pop
427858,Locker Macha,Buergermeister,
427887,Reprogram My Heart,Linda Teodosiu,Pop
427895,Moments Like This,Reamonn,
427899,Isch Kandidiere,Horst Schlaemmer,
427931,I Came 2 Party,Cinema Bizarre,
428008,Mi Corazon,Jay Del Alma,
428010,Die Bunte Kuh,Markus Becker,German Pop
428013,Parapapapapa,Loona,
428016,Iz On,Sohne Mannheims,
428093,Du Willst Mir An Die Waesche,Jennifer Rostock,
428399,Miss Kiss Kiss Bang,Alex Swing Oskars Sings!,
428419,Leben Ist Schoen,Eisblume,
428458,Blaue Flecken,Rosenstolz,Pop
428535,Love Sux,Linda Teodosiu,
428572,Hit The Floor,Big Ali & Dollarman,
428577,Superhelden,Apollo 3,Pop
428612,Ich Sing Nicht Mehr Fur Dich,Fler & Doreen,
428735,Luftbahn,Deichkind,Dance
428737,Alles Was War,Die Toten Hosen,Rock
428769,Darum Leben Wir,Cassandra Steen,R&B/Soul
428776,Run,Amy Macdonald,
428813,I Can't Stop Feeling,Queensberry,Pop
428817,Bis Die Sonne Rauskommt,Samy Deluxe,Hip-Hop/Rap
428887,Horst Du Die Regenwurmer Husten?,Markus Becker,Children's Music
428888,So A Schoner Tag (Der Flieger),Donikkl,
428899,Viva Colonia,Hohner,
428920,I Don't Know,Michael Wendler,
428928,Schatz Halts Maul,Sven Van Thom,
428930,Marie,Max Mutzke,
428937,Mach Den Bibo,Olli Schulz,Alternative
428973,Numero Uno,Matze Knop,
429008,Nein!,Sido,Hip-Hop/Rap
429011,Fur Immer Jung,Bushido,Rap
429127,Niemals,Farin Urlaub,
429132,Das Schaferlied,Schafer Heinrich,
429335,Why Not Us,Monrose,Pop
429378,I'll Kiss It Away,Sarah Connor,Pop
429405,Amazed,Fady Maalouf,
429445,Walk Away,Aloha From Hell,
429455,You,Schiller,
429537,Amsterdam,Axel Fischer,
429559,Dance With Me,Lexington Bridge,
429577,Druck Die 1,Annett Louisan,Singer/Songwriter
429693,Trauriges Madchen,Sven Van Thom,
429699,Alleinesein,Peter Heppner,Pop
429734,Jungfrauenchor,Olaf Henning & De Laatbleujers,German Pop
429776,Labyrinth,Oomph!,
429811,Rumadai,Arsenium,Dance
429843,Crush On You,Lulu Lewe,
429845,Wenn Ich Ein Junge War,Fraulein Wunder,
429896,Time For Dreams,Schiller,
429914,Kleiner Hai (Dim Dim),Kleiner Hai,
429956,Billie Jean,Marc Terenzi,
429992,Crazy Loop (Mm-ma-ma),Crazy Loop,Dance
430031,I Will Love Again,Baracuda,
430117,Helden 2008,Revolverheld,Alternative
430146,Zwei Herzen,Klee,Pop
430197,Erdbeben,Fettes Brot,Hip-Hop/Rap
430206,Bringt Ihn Heim,Oliver Pocher,
430214,"Wenn Nicht Jetzt, Wann Dann?",Hohner,
430218,Supa Deutschland,Mickie Krause,German Pop
430222,Ein Stern (Wo Der Europameister Steht),Gurkentruppe,
430269,Orange Trogt Nur Die Mollabfuhr,Mickie Krause,
430277,Ganz Anders,Udo Lindenberg,Pop
430343,Allemann,Elton & Allemann,
430351,Ein Stern Der Uber Deutschland Steht,Stefan Peters,German Pop
430356,Holle,K.I.Z.,
430388,Don't Sweat That (Whistle Song),Dr. Stay Dry & Lumidee,
430395,Lass Mich In Dein Leben,Helene Fischer,German Pop
430435,Unter Der Sonne,Chakuza & Bushido,
430473,La Histeria,Marquess,Pop in Spanish
430477,Wenn Du Durchhangst,Udo Lindenberg,Rock
430517,Like A Bullet,Stefanie Heinzmann,Pop
430546,New York City,Wilson Gonzalez,
430594,Geschichtenhasser,Der W.,
430752,Choose To Be Me,Sunrise Avenue,Rock
430834,For All Lovers,Stanfour,Rock
430836,Keinen Zentimeter,Clueso,Pop
430861,Nina,Michael Wendler,
430895,Wie Ein Liebeslied,Bata Illic & Eike Immel,
430909,Ohne Bo,Das Bo,
430947,Ich Bin Ein Doner,Tim Toupet,German Pop
430953,Chica,Culcha Candela,
430957,Schaun Und Das Schaf,Rald Schmitz,
430985,Was Wurdest Du Tun,Panik,Alternative
430995,Konig Der Welt,Rapsoul,
431032,How The Angels Fly,Mina,Pop
431054,Dschungel Wahnsinn,Achim Petry,German Pop
431060,Wenn Nicht Jetzt Wann Dann,Hoehner,
431067,Niemand,Gregor Meyle,
431071,Nur Nicht Aus Liebe Weinen,Brings,German Pop
431074,Horst Du Die Regenwurmer,Bernd Stelter,
431109,Let Go,Paul Van Dyk,
431114,Deutscha Bad Boy,Fler,Rap
431146,Weisst Du Wie Es Ist,Massive,
431180,Saw Something,Dave Gahan,Rock
431186,Dynamit!,Dynamite Deluxe,Hip-Hop/Rap
431187,Zeit Meines Lebens,Martin Stosch,
431191,Helpless When She Smiles,Backstreet Boys,Pop
431303,Let Go,Joy Denalane,
431352,Non Siamo Soli,Eros Ramazzotti & Ricky Martin,Pop
431353,Escape To The Stars,Cinema Bizarre,Pop
431356,Zeit Zu Verstehen,Azad & Gentleman,
431388,Wer Bin Ich,LaFee,Pop
431396,Till We Ain't Strangers Anymore,Bon Jovi  & Leann Rimes,
431433,Lost In Space,Avantasia,
431513,Ouch!,Zascha Moktan,
431544,Sie Liebt Den DJ,Michael Wendler,German Pop
431553,Na Und,Howard Carpendale,German Pop
431554,Gisela (Isch Moeschte Nischt),Horst Schlaemmer,
431556,Real Man,Lexington Bridge,
431587,Never Give Up,Popstars On Stage,
431622,Amaze Me,No Angels,
431624,Japanese Boy,Shanadoo,
431633,Prison Break Anthem (Ich Glaub An Dich),Azad & Adel Tawil,
431636,Ich Will Dich Fur Immer,Nic,
